from_stop_id,to_stop_id,distance_km,time_min,co2_g,transport_type
276,473,0.6548,10.86,0.0,walk
473,276,0.6548,10.86,0.0,walk
276,TRN_ALGER,0.6565,10.88,0.0,walk
TRN_ALGER,276,0.6565,10.88,0.0,walk
277,283,0.6059,10.27,0.0,walk
283,277,0.6059,10.27,0.0,walk
277,284,0.6287,10.54,0.0,walk
284,277,0.6287,10.54,0.0,walk
277,285,0.6556,10.87,0.0,walk
285,277,0.6556,10.87,0.0,walk
277,456,0.7528,12.03,0.0,walk
456,277,0.7528,12.03,0.0,walk
277,457,0.8906,13.69,0.0,walk
457,277,0.8906,13.69,0.0,walk
277,458,0.8952,13.74,0.0,walk
458,277,0.8952,13.74,0.0,walk
277,459,0.5591,9.71,0.0,walk
459,277,0.5591,9.71,0.0,walk
277,460,0.7497,12.0,0.0,walk
460,277,0.7497,12.0,0.0,walk
277,461,0.5915,10.1,0.0,walk
461,277,0.5915,10.1,0.0,walk
277,462,0.5983,10.18,0.0,walk
462,277,0.5983,10.18,0.0,walk
277,463,0.9892,14.87,0.0,walk
463,277,0.9892,14.87,0.0,walk
277,464,0.985,14.82,0.0,walk
464,277,0.985,14.82,0.0,walk
277,465,0.4526,8.43,0.0,walk
465,277,0.4526,8.43,0.0,walk
277,466,0.4963,8.96,0.0,walk
466,277,0.4963,8.96,0.0,walk
277,467,0.9944,14.93,0.0,walk
467,277,0.9944,14.93,0.0,walk
277,470,0.7036,11.44,0.0,walk
470,277,0.7036,11.44,0.0,walk
277,471,0.898,13.78,0.0,walk
471,277,0.898,13.78,0.0,walk
277,472,0.9869,14.84,0.0,walk
472,277,0.9869,14.84,0.0,walk
277,1170,0.9963,14.96,0.0,walk
1170,277,0.9963,14.96,0.0,walk
277,1171,0.7071,11.49,0.0,walk
1171,277,0.7071,11.49,0.0,walk
277,1172,0.9385,14.26,0.0,walk
1172,277,0.9385,14.26,0.0,walk
277,1173,0.9283,14.14,0.0,walk
1173,277,0.9283,14.14,0.0,walk
277,1175,0.832,12.98,0.0,walk
1175,277,0.832,12.98,0.0,walk
277,1176,0.8172,12.81,0.0,walk
1176,277,0.8172,12.81,0.0,walk
277,TC2_BEO,0.9209,14.05,0.0,walk
TC2_BEO,277,0.9209,14.05,0.0,walk
277,TRN_ALGER,0.8555,13.27,0.0,walk
TRN_ALGER,277,0.8555,13.27,0.0,walk
278,283,0.6155,10.39,0.0,walk
283,278,0.6155,10.39,0.0,walk
278,284,0.6383,10.66,0.0,walk
284,278,0.6383,10.66,0.0,walk
278,285,0.6642,10.97,0.0,walk
285,278,0.6642,10.97,0.0,walk
278,456,0.7431,11.92,0.0,walk
456,278,0.7431,11.92,0.0,walk
278,457,0.8791,13.55,0.0,walk
457,278,0.8791,13.55,0.0,walk
278,458,0.8837,13.6,0.0,walk
458,278,0.8837,13.6,0.0,walk
278,459,0.5477,9.57,0.0,walk
459,278,0.5477,9.57,0.0,walk
278,460,0.7437,11.92,0.0,walk
460,278,0.7437,11.92,0.0,walk
278,461,0.5877,10.05,0.0,walk
461,278,0.5877,10.05,0.0,walk
278,462,0.5944,10.13,0.0,walk
462,278,0.5944,10.13,0.0,walk
278,463,0.9785,14.74,0.0,walk
463,278,0.9785,14.74,0.0,walk
278,464,0.9744,14.69,0.0,walk
464,278,0.9744,14.69,0.0,walk
278,465,0.4504,8.4,0.0,walk
465,278,0.4504,8.4,0.0,walk
278,466,0.4952,8.94,0.0,walk
466,278,0.4952,8.94,0.0,walk
278,467,0.9836,14.8,0.0,walk
467,278,0.9836,14.8,0.0,walk
278,470,0.7002,11.4,0.0,walk
470,278,0.7002,11.4,0.0,walk
278,471,0.8894,13.67,0.0,walk
471,278,0.8894,13.67,0.0,walk
278,472,0.9781,14.74,0.0,walk
472,278,0.9781,14.74,0.0,walk
278,1169,0.9932,14.92,0.0,walk
1169,278,0.9932,14.92,0.0,walk
278,1170,0.9878,14.85,0.0,walk
1170,278,0.9878,14.85,0.0,walk
278,1171,0.6975,11.37,0.0,walk
1171,278,0.6975,11.37,0.0,walk
278,1172,0.9335,14.2,0.0,walk
1172,278,0.9335,14.2,0.0,walk
278,1173,0.923,14.08,0.0,walk
1173,278,0.923,14.08,0.0,walk
278,1175,0.8227,12.87,0.0,walk
1175,278,0.8227,12.87,0.0,walk
278,1176,0.8077,12.69,0.0,walk
1176,278,0.8077,12.69,0.0,walk
278,TC2_BEO,0.9095,13.91,0.0,walk
TC2_BEO,278,0.9095,13.91,0.0,walk
278,TRN_ALGER,0.8665,13.4,0.0,walk
TRN_ALGER,278,0.8665,13.4,0.0,walk
279,283,0.4607,8.53,0.0,walk
283,279,0.4607,8.53,0.0,walk
279,284,0.4812,8.77,0.0,walk
284,279,0.4812,8.77,0.0,walk
279,285,0.4798,8.76,0.0,walk
285,279,0.4798,8.76,0.0,walk
279,456,0.7198,11.64,0.0,walk
456,279,0.7198,11.64,0.0,walk
279,457,0.982,14.78,0.0,walk
457,279,0.982,14.78,0.0,walk
279,458,0.9849,14.82,0.0,walk
458,279,0.9849,14.82,0.0,walk
279,459,0.6452,10.74,0.0,walk
459,279,0.6452,10.74,0.0,walk
279,460,0.615,10.38,0.0,walk
460,279,0.615,10.38,0.0,walk
279,461,0.4205,8.05,0.0,walk
461,279,0.4205,8.05,0.0,walk
279,462,0.4298,8.16,0.0,walk
462,279,0.4298,8.16,0.0,walk
279,463,0.9896,14.88,0.0,walk
463,279,0.9896,14.88,0.0,walk
279,464,0.9789,14.75,0.0,walk
464,279,0.9789,14.75,0.0,walk
279,465,0.2658,6.19,0.0,walk
465,279,0.2658,6.19,0.0,walk
279,466,0.2906,6.49,0.0,walk
466,279,0.2906,6.49,0.0,walk
279,470,0.522,9.26,0.0,walk
470,279,0.522,9.26,0.0,walk
279,471,0.8213,12.86,0.0,walk
471,279,0.8213,12.86,0.0,walk
279,472,0.9123,13.95,0.0,walk
472,279,0.9123,13.95,0.0,walk
279,1171,0.8927,13.71,0.0,walk
1171,279,0.8927,13.71,0.0,walk
279,TRN_ALGER,0.8986,13.78,0.0,walk
TRN_ALGER,279,0.8986,13.78,0.0,walk
280,283,0.5352,9.42,0.0,walk
283,280,0.5352,9.42,0.0,walk
280,284,0.556,9.67,0.0,walk
284,280,0.556,9.67,0.0,walk
280,285,0.5559,9.67,0.0,walk
285,280,0.5559,9.67,0.0,walk
280,456,0.663,10.96,0.0,walk
456,280,0.663,10.96,0.0,walk
280,457,0.9075,13.89,0.0,walk
457,280,0.9075,13.89,0.0,walk
280,458,0.9105,13.93,0.0,walk
458,280,0.9105,13.93,0.0,walk
280,459,0.5701,9.84,0.0,walk
459,280,0.5701,9.84,0.0,walk
280,460,0.5903,10.08,0.0,walk
460,280,0.5903,10.08,0.0,walk
280,461,0.4116,7.94,0.0,walk
461,280,0.4116,7.94,0.0,walk
280,462,0.4197,8.04,0.0,walk
462,280,0.4197,8.04,0.0,walk
280,463,0.9274,14.13,0.0,walk
463,280,0.9274,14.13,0.0,walk
280,464,0.9179,14.01,0.0,walk
464,280,0.9179,14.01,0.0,walk
280,465,0.2649,6.18,0.0,walk
465,280,0.2649,6.18,0.0,walk
280,466,0.305,6.66,0.0,walk
466,280,0.305,6.66,0.0,walk
280,470,0.5204,9.24,0.0,walk
470,280,0.5204,9.24,0.0,walk
280,471,0.7772,12.33,0.0,walk
471,280,0.7772,12.33,0.0,walk
280,472,0.8681,13.42,0.0,walk
472,280,0.8681,13.42,0.0,walk
280,1171,0.8203,12.84,0.0,walk
1171,280,0.8203,12.84,0.0,walk
280,1175,0.9487,14.38,0.0,walk
1175,280,0.9487,14.38,0.0,walk
280,1176,0.9328,14.19,0.0,walk
1176,280,0.9328,14.19,0.0,walk
280,TC2_BEO,0.9494,14.39,0.0,walk
TC2_BEO,280,0.9494,14.39,0.0,walk
280,TRN_ALGER,0.9404,14.28,0.0,walk
TRN_ALGER,280,0.9404,14.28,0.0,walk
281,283,0.8876,13.65,0.0,walk
283,281,0.8876,13.65,0.0,walk
281,284,0.9106,13.93,0.0,walk
284,281,0.9106,13.93,0.0,walk
281,285,0.9403,14.28,0.0,walk
285,281,0.9403,14.28,0.0,walk
281,456,0.733,11.8,0.0,walk
456,281,0.733,11.8,0.0,walk
281,457,0.7032,11.44,0.0,walk
457,281,0.7032,11.44,0.0,walk
281,458,0.7097,11.52,0.0,walk
458,281,0.7097,11.52,0.0,walk
281,459,0.4201,8.04,0.0,walk
459,281,0.4201,8.04,0.0,walk
281,460,0.8514,13.22,0.0,walk
460,281,0.8514,13.22,0.0,walk
281,461,0.7524,12.03,0.0,walk
461,281,0.7524,12.03,0.0,walk
281,462,0.7558,12.07,0.0,walk
462,281,0.7558,12.07,0.0,walk
281,463,0.9045,13.85,0.0,walk
463,281,0.9045,13.85,0.0,walk
281,464,0.9086,13.9,0.0,walk
464,281,0.9086,13.9,0.0,walk
281,465,0.6484,10.78,0.0,walk
465,281,0.6484,10.78,0.0,walk
281,466,0.7063,11.48,0.0,walk
466,281,0.7063,11.48,0.0,walk
281,467,0.7411,11.89,0.0,walk
467,281,0.7411,11.89,0.0,walk
281,468,0.7784,12.34,0.0,walk
468,281,0.7784,12.34,0.0,walk
281,469,0.8183,12.82,0.0,walk
469,281,0.8183,12.82,0.0,walk
281,470,0.8661,13.39,0.0,walk
470,281,0.8661,13.39,0.0,walk
281,471,0.9154,13.98,0.0,walk
471,281,0.9154,13.98,0.0,walk
281,472,0.9945,14.93,0.0,walk
472,281,0.9945,14.93,0.0,walk
281,1167,0.791,12.49,0.0,walk
1167,281,0.791,12.49,0.0,walk
281,1168,0.7867,12.44,0.0,walk
1168,281,0.7867,12.44,0.0,walk
281,1169,0.7169,11.6,0.0,walk
1169,281,0.7169,11.6,0.0,walk
281,1170,0.7116,11.54,0.0,walk
1170,281,0.7116,11.54,0.0,walk
281,1171,0.43,8.16,0.0,walk
1171,281,0.43,8.16,0.0,walk
281,1172,0.679,11.15,0.0,walk
1172,281,0.679,11.15,0.0,walk
281,1173,0.6654,10.98,0.0,walk
1173,281,0.6654,10.98,0.0,walk
281,1175,0.5515,9.62,0.0,walk
1175,281,0.5515,9.62,0.0,walk
281,1176,0.5372,9.45,0.0,walk
1176,281,0.5372,9.45,0.0,walk
281,1179,0.8871,13.65,0.0,walk
1179,281,0.8871,13.65,0.0,walk
281,1180,0.8984,13.78,0.0,walk
1180,281,0.8984,13.78,0.0,walk
281,1181,0.8603,13.32,0.0,walk
1181,281,0.8603,13.32,0.0,walk
281,1182,0.8278,12.93,0.0,walk
1182,281,0.8278,12.93,0.0,walk
281,TC1_OUED,0.7945,12.53,0.0,walk
TC1_OUED,281,0.7945,12.53,0.0,walk
281,TC2_BEO,0.7174,11.61,0.0,walk
TC2_BEO,281,0.7174,11.61,0.0,walk
282,283,0.874,13.49,0.0,walk
283,282,0.874,13.49,0.0,walk
282,284,0.8969,13.76,0.0,walk
284,282,0.8969,13.76,0.0,walk
282,285,0.9257,14.11,0.0,walk
285,282,0.9257,14.11,0.0,walk
282,456,0.7233,11.68,0.0,walk
456,282,0.7233,11.68,0.0,walk
282,457,0.7047,11.46,0.0,walk
457,282,0.7047,11.46,0.0,walk
282,458,0.711,11.53,0.0,walk
458,282,0.711,11.53,0.0,walk
282,459,0.416,7.99,0.0,walk
459,282,0.416,7.99,0.0,walk
282,460,0.8371,13.04,0.0,walk
460,282,0.8371,13.04,0.0,walk
282,461,0.7364,11.84,0.0,walk
461,282,0.7364,11.84,0.0,walk
282,462,0.7399,11.88,0.0,walk
462,282,0.7399,11.88,0.0,walk
282,463,0.899,13.79,0.0,walk
463,282,0.899,13.79,0.0,walk
282,464,0.9026,13.83,0.0,walk
464,282,0.9026,13.83,0.0,walk
282,465,0.6318,10.58,0.0,walk
465,282,0.6318,10.58,0.0,walk
282,466,0.6895,11.27,0.0,walk
466,282,0.6895,11.27,0.0,walk
282,467,0.7496,11.99,0.0,walk
467,282,0.7496,11.99,0.0,walk
282,468,0.7871,12.45,0.0,walk
468,282,0.7871,12.45,0.0,walk
282,469,0.8274,12.93,0.0,walk
469,282,0.8274,12.93,0.0,walk
282,470,0.8502,13.2,0.0,walk
470,282,0.8502,13.2,0.0,walk
282,471,0.9044,13.85,0.0,walk
471,282,0.9044,13.85,0.0,walk
282,472,0.9841,14.81,0.0,walk
472,282,0.9841,14.81,0.0,walk
282,1167,0.8042,12.65,0.0,walk
1167,282,0.8042,12.65,0.0,walk
282,1168,0.7998,12.6,0.0,walk
1168,282,0.7998,12.6,0.0,walk
282,1169,0.7316,11.78,0.0,walk
1169,282,0.7316,11.78,0.0,walk
282,1170,0.7262,11.71,0.0,walk
1170,282,0.7262,11.71,0.0,walk
282,1171,0.4419,8.3,0.0,walk
1171,282,0.4419,8.3,0.0,walk
282,1172,0.6959,11.35,0.0,walk
1172,282,0.6959,11.35,0.0,walk
282,1173,0.6822,11.19,0.0,walk
1173,282,0.6822,11.19,0.0,walk
282,1175,0.5644,9.77,0.0,walk
1175,282,0.5644,9.77,0.0,walk
282,1176,0.5499,9.6,0.0,walk
1176,282,0.5499,9.6,0.0,walk
282,1179,0.9005,13.81,0.0,walk
1179,282,0.9005,13.81,0.0,walk
282,1180,0.9116,13.94,0.0,walk
1180,282,0.9116,13.94,0.0,walk
282,1181,0.8767,13.52,0.0,walk
1181,282,0.8767,13.52,0.0,walk
282,1182,0.8441,13.13,0.0,walk
1182,282,0.8441,13.13,0.0,walk
282,TC1_OUED,0.8024,12.63,0.0,walk
TC1_OUED,282,0.8024,12.63,0.0,walk
282,TC2_BEO,0.7204,11.64,0.0,walk
TC2_BEO,282,0.7204,11.64,0.0,walk
283,284,0.023,3.28,0.0,walk
284,283,0.023,3.28,0.0,walk
283,285,0.1055,4.27,0.0,walk
285,283,0.1055,4.27,0.0,walk
283,286,0.6474,10.77,0.0,walk
286,283,0.6474,10.77,0.0,walk
283,287,0.573,9.88,0.0,walk
287,283,0.573,9.88,0.0,walk
283,460,0.9564,14.48,0.0,walk
460,283,0.9564,14.48,0.0,walk
283,461,0.7411,11.89,0.0,walk
461,283,0.7411,11.89,0.0,walk
283,462,0.7522,12.03,0.0,walk
462,283,0.7522,12.03,0.0,walk
283,465,0.6102,10.32,0.0,walk
465,283,0.6102,10.32,0.0,walk
283,466,0.5818,9.98,0.0,walk
466,283,0.5818,9.98,0.0,walk
283,470,0.7954,12.54,0.0,walk
470,283,0.7954,12.54,0.0,walk
283,473,0.5963,10.16,0.0,walk
473,283,0.5963,10.16,0.0,walk
283,TRN_ALGER,0.668,11.02,0.0,walk
TRN_ALGER,283,0.668,11.02,0.0,walk
284,285,0.0953,4.14,0.0,walk
285,284,0.0953,4.14,0.0,walk
284,286,0.6664,11.0,0.0,walk
286,284,0.6664,11.0,0.0,walk
284,287,0.589,10.07,0.0,walk
287,284,0.589,10.07,0.0,walk
284,460,0.9682,14.62,0.0,walk
460,284,0.9682,14.62,0.0,walk
284,461,0.7532,12.04,0.0,walk
461,284,0.7532,12.04,0.0,walk
284,462,0.7643,12.17,0.0,walk
462,284,0.7643,12.17,0.0,walk
284,465,0.6247,10.5,0.0,walk
465,284,0.6247,10.5,0.0,walk
284,466,0.5945,10.13,0.0,walk
466,284,0.5945,10.13,0.0,walk
284,470,0.8048,12.66,0.0,walk
470,284,0.8048,12.66,0.0,walk
284,473,0.6125,10.35,0.0,walk
473,284,0.6125,10.35,0.0,walk
284,TRN_ALGER,0.6739,11.09,0.0,walk
TRN_ALGER,284,0.6739,11.09,0.0,walk
285,286,0.6511,10.81,0.0,walk
286,285,0.6511,10.81,0.0,walk
285,287,0.5553,9.66,0.0,walk
287,285,0.5553,9.66,0.0,walk
285,460,0.912,13.94,0.0,walk
460,285,0.912,13.94,0.0,walk
285,461,0.6994,11.39,0.0,walk
461,285,0.6994,11.39,0.0,walk
285,462,0.7104,11.52,0.0,walk
462,285,0.7104,11.52,0.0,walk
285,465,0.5828,9.99,0.0,walk
465,285,0.5828,9.99,0.0,walk
285,466,0.5446,9.54,0.0,walk
466,285,0.5446,9.54,0.0,walk
285,470,0.7406,11.89,0.0,walk
470,285,0.7406,11.89,0.0,walk
285,473,0.5797,9.96,0.0,walk
473,285,0.5797,9.96,0.0,walk
285,TRN_ALGER,0.769,12.23,0.0,walk
TRN_ALGER,285,0.769,12.23,0.0,walk
286,456,0.5235,9.28,0.0,walk
456,286,0.5235,9.28,0.0,walk
286,457,0.8058,12.67,0.0,walk
457,286,0.8058,12.67,0.0,walk
286,458,0.8078,12.69,0.0,walk
458,286,0.8078,12.69,0.0,walk
286,459,0.476,8.71,0.0,walk
459,286,0.476,8.71,0.0,walk
286,460,0.4615,8.54,0.0,walk
460,286,0.4615,8.54,0.0,walk
286,461,0.3078,6.69,0.0,walk
461,286,0.3078,6.69,0.0,walk
286,462,0.3135,6.76,0.0,walk
462,286,0.3135,6.76,0.0,walk
286,463,0.7925,12.51,0.0,walk
463,286,0.7925,12.51,0.0,walk
286,464,0.7817,12.38,0.0,walk
464,286,0.7817,12.38,0.0,walk
286,465,0.1921,5.3,0.0,walk
465,286,0.1921,5.3,0.0,walk
286,466,0.2523,6.03,0.0,walk
466,286,0.2523,6.03,0.0,walk
286,467,0.9969,14.96,0.0,walk
467,286,0.9969,14.96,0.0,walk
286,470,0.422,8.06,0.0,walk
470,286,0.422,8.06,0.0,walk
286,471,0.6359,10.63,0.0,walk
471,286,0.6359,10.63,0.0,walk
286,472,0.7268,11.72,0.0,walk
472,286,0.7268,11.72,0.0,walk
286,1171,0.7871,12.45,0.0,walk
1171,286,0.7871,12.45,0.0,walk
286,1175,0.9148,13.98,0.0,walk
1175,286,0.9148,13.98,0.0,walk
286,1176,0.8986,13.78,0.0,walk
1176,286,0.8986,13.78,0.0,walk
286,TC2_BEO,0.8534,13.24,0.0,walk
TC2_BEO,286,0.8534,13.24,0.0,walk
287,456,0.577,9.92,0.0,walk
456,287,0.577,9.92,0.0,walk
287,457,0.925,14.1,0.0,walk
457,287,0.925,14.1,0.0,walk
287,458,0.9261,14.11,0.0,walk
458,287,0.9261,14.11,0.0,walk
287,459,0.6066,10.28,0.0,walk
459,287,0.6066,10.28,0.0,walk
287,460,0.4178,8.01,0.0,walk
460,287,0.4178,8.01,0.0,walk
287,461,0.2175,5.61,0.0,walk
461,287,0.2175,5.61,0.0,walk
287,462,0.2269,5.72,0.0,walk
462,287,0.2269,5.72,0.0,walk
287,463,0.8587,13.3,0.0,walk
463,287,0.8587,13.3,0.0,walk
287,464,0.8436,13.12,0.0,walk
464,287,0.8436,13.12,0.0,walk
287,465,0.0633,3.76,0.0,walk
465,287,0.0633,3.76,0.0,walk
287,466,0.1072,4.29,0.0,walk
466,287,0.1072,4.29,0.0,walk
287,470,0.3206,6.85,0.0,walk
470,287,0.3206,6.85,0.0,walk
287,471,0.6461,10.75,0.0,walk
471,287,0.6461,10.75,0.0,walk
287,472,0.7359,11.83,0.0,walk
472,287,0.7359,11.83,0.0,walk
287,1171,0.9363,14.24,0.0,walk
1171,287,0.9363,14.24,0.0,walk
287,TC2_BEO,0.9769,14.72,0.0,walk
TC2_BEO,287,0.9769,14.72,0.0,walk
294,298,0.9891,14.87,0.0,walk
298,294,0.9891,14.87,0.0,walk
294,299,0.9767,14.72,0.0,walk
299,294,0.9767,14.72,0.0,walk
294,300,0.7863,12.44,0.0,walk
300,294,0.7863,12.44,0.0,walk
295,300,0.8182,12.82,0.0,walk
300,295,0.8182,12.82,0.0,walk
296,309,0.6564,10.88,0.0,walk
309,296,0.6564,10.88,0.0,walk
296,310,0.655,10.86,0.0,walk
310,296,0.655,10.86,0.0,walk
296,317,0.6887,11.26,0.0,walk
317,296,0.6887,11.26,0.0,walk
296,1008,0.9569,14.48,0.0,walk
1008,296,0.9569,14.48,0.0,walk
296,1024,0.959,14.51,0.0,walk
1024,296,0.959,14.51,0.0,walk
297,309,0.6846,11.22,0.0,walk
309,297,0.6846,11.22,0.0,walk
297,310,0.6798,11.16,0.0,walk
310,297,0.6798,11.16,0.0,walk
297,317,0.7291,11.75,0.0,walk
317,297,0.7291,11.75,0.0,walk
297,1008,0.9979,14.97,0.0,walk
1008,297,0.9979,14.97,0.0,walk
298,302,0.6476,10.77,0.0,walk
302,298,0.6476,10.77,0.0,walk
298,306,0.7163,11.6,0.0,walk
306,298,0.7163,11.6,0.0,walk
298,319,0.7069,11.48,0.0,walk
319,298,0.7069,11.48,0.0,walk
298,321,0.7265,11.72,0.0,walk
321,298,0.7265,11.72,0.0,walk
299,302,0.6421,10.7,0.0,walk
302,299,0.6421,10.7,0.0,walk
299,306,0.709,11.51,0.0,walk
306,299,0.709,11.51,0.0,walk
299,319,0.7357,11.83,0.0,walk
319,299,0.7357,11.83,0.0,walk
299,321,0.7552,12.06,0.0,walk
321,299,0.7552,12.06,0.0,walk
300,302,0.4464,8.36,0.0,walk
302,300,0.4464,8.36,0.0,walk
300,306,0.5131,9.16,0.0,walk
306,300,0.5131,9.16,0.0,walk
300,319,0.8216,12.86,0.0,walk
319,300,0.8216,12.86,0.0,walk
300,321,0.8451,13.14,0.0,walk
321,300,0.8451,13.14,0.0,walk
309,315,0.9315,14.18,0.0,walk
315,309,0.9315,14.18,0.0,walk
309,316,0.964,14.57,0.0,walk
316,309,0.964,14.57,0.0,walk
309,317,0.4241,8.09,0.0,walk
317,309,0.4241,8.09,0.0,walk
309,1008,0.6499,10.8,0.0,walk
1008,309,0.6499,10.8,0.0,walk
309,1024,0.6584,10.9,0.0,walk
1024,309,0.6584,10.9,0.0,walk
310,315,0.9136,13.96,0.0,walk
315,310,0.9136,13.96,0.0,walk
310,316,0.9456,14.35,0.0,walk
316,310,0.9456,14.35,0.0,walk
310,317,0.4952,8.94,0.0,walk
317,310,0.4952,8.94,0.0,walk
310,1008,0.7243,11.69,0.0,walk
1008,310,0.7243,11.69,0.0,walk
310,1024,0.7327,11.79,0.0,walk
1024,310,0.7327,11.79,0.0,walk
311,322,0.841,13.09,0.0,walk
322,311,0.841,13.09,0.0,walk
311,323,0.961,14.53,0.0,walk
323,311,0.961,14.53,0.0,walk
311,324,0.8969,13.76,0.0,walk
324,311,0.8969,13.76,0.0,walk
312,322,0.7844,12.41,0.0,walk
322,312,0.7844,12.41,0.0,walk
312,323,0.9043,13.85,0.0,walk
323,312,0.9043,13.85,0.0,walk
312,324,0.8399,13.08,0.0,walk
324,312,0.8399,13.08,0.0,walk
317,1008,0.2813,6.38,0.0,walk
1008,317,0.2813,6.38,0.0,walk
317,1024,0.286,6.43,0.0,walk
1024,317,0.286,6.43,0.0,walk
331,332,0.4857,8.83,0.0,walk
332,331,0.4857,8.83,0.0,walk
331,333,0.4797,8.76,0.0,walk
333,331,0.4797,8.76,0.0,walk
331,334,0.7058,11.47,0.0,walk
334,331,0.7058,11.47,0.0,walk
331,335,0.7136,11.56,0.0,walk
335,331,0.7136,11.56,0.0,walk
331,336,0.1742,5.09,0.0,walk
336,331,0.1742,5.09,0.0,walk
331,337,0.2118,5.54,0.0,walk
337,331,0.2118,5.54,0.0,walk
331,338,0.8377,13.05,0.0,walk
338,331,0.8377,13.05,0.0,walk
331,339,0.8463,13.16,0.0,walk
339,331,0.8463,13.16,0.0,walk
331,344,0.9004,13.81,0.0,walk
344,331,0.9004,13.81,0.0,walk
331,345,0.8963,13.76,0.0,walk
345,331,0.8963,13.76,0.0,walk
331,346,0.3383,7.06,0.0,walk
346,331,0.3383,7.06,0.0,walk
331,347,0.3452,7.14,0.0,walk
347,331,0.3452,7.14,0.0,walk
331,350,0.8861,13.63,0.0,walk
350,331,0.8861,13.63,0.0,walk
331,353,0.744,11.93,0.0,walk
353,331,0.744,11.93,0.0,walk
331,354,0.755,12.06,0.0,walk
354,331,0.755,12.06,0.0,walk
331,566,0.8984,13.78,0.0,walk
566,331,0.8984,13.78,0.0,walk
331,571,0.8111,12.73,0.0,walk
571,331,0.8111,12.73,0.0,walk
331,572,0.6061,10.27,0.0,walk
572,331,0.6061,10.27,0.0,walk
331,574,0.6851,11.22,0.0,walk
574,331,0.6851,11.22,0.0,walk
331,719,0.9186,14.02,0.0,walk
719,331,0.9186,14.02,0.0,walk
331,720,0.9034,13.84,0.0,walk
720,331,0.9034,13.84,0.0,walk
331,984,0.6112,10.33,0.0,walk
984,331,0.6112,10.33,0.0,walk
331,985,0.6199,10.44,0.0,walk
985,331,0.6199,10.44,0.0,walk
331,T1_HAMMA,0.6964,11.36,0.0,walk
T1_HAMMA,331,0.6964,11.36,0.0,walk
331,T1_MADAN,0.5747,9.9,0.0,walk
T1_MADAN,331,0.5747,9.9,0.0,walk
332,334,0.2264,5.72,0.0,walk
334,332,0.2264,5.72,0.0,walk
332,335,0.2321,5.79,0.0,walk
335,332,0.2321,5.79,0.0,walk
332,336,0.3117,6.74,0.0,walk
336,332,0.3117,6.74,0.0,walk
332,338,0.5036,9.04,0.0,walk
338,332,0.5036,9.04,0.0,walk
332,339,0.5049,9.06,0.0,walk
339,332,0.5049,9.06,0.0,walk
332,340,0.9831,14.8,0.0,walk
340,332,0.9831,14.8,0.0,walk
332,342,0.9166,14.0,0.0,walk
342,332,0.9166,14.0,0.0,walk
332,343,0.9149,13.98,0.0,walk
343,332,0.9149,13.98,0.0,walk
332,344,0.4169,8.0,0.0,walk
344,332,0.4169,8.0,0.0,walk
332,345,0.4122,7.95,0.0,walk
345,332,0.4122,7.95,0.0,walk
332,346,0.7704,12.25,0.0,walk
346,332,0.7704,12.25,0.0,walk
332,347,0.7804,12.36,0.0,walk
347,332,0.7804,12.36,0.0,walk
332,357,0.8984,13.78,0.0,walk
357,332,0.8984,13.78,0.0,walk
332,563,0.9611,14.53,0.0,walk
563,332,0.9611,14.53,0.0,walk
332,566,0.4802,8.76,0.0,walk
566,332,0.4802,8.76,0.0,walk
332,568,0.784,12.41,0.0,walk
568,332,0.784,12.41,0.0,walk
332,570,0.822,12.86,0.0,walk
570,332,0.822,12.86,0.0,walk
332,572,0.7101,11.52,0.0,walk
572,332,0.7101,11.52,0.0,walk
332,574,0.4045,7.85,0.0,walk
574,332,0.4045,7.85,0.0,walk
332,719,0.901,13.81,0.0,walk
719,332,0.901,13.81,0.0,walk
332,720,0.9062,13.87,0.0,walk
720,332,0.9062,13.87,0.0,walk
332,T1_HAMMA,0.3769,7.52,0.0,walk
T1_HAMMA,332,0.3769,7.52,0.0,walk
332,T1_MADAN,0.1689,5.03,0.0,walk
T1_MADAN,332,0.1689,5.03,0.0,walk
332,T2_JARDN,0.8039,12.65,0.0,walk
T2_JARDN,332,0.8039,12.65,0.0,walk
332,T2_MEMOR,0.7199,11.64,0.0,walk
T2_MEMOR,332,0.7199,11.64,0.0,walk
333,334,0.235,5.82,0.0,walk
334,333,0.235,5.82,0.0,walk
333,335,0.2403,5.88,0.0,walk
335,333,0.2403,5.88,0.0,walk
333,336,0.3055,6.67,0.0,walk
336,333,0.3055,6.67,0.0,walk
333,338,0.5147,9.18,0.0,walk
338,333,0.5147,9.18,0.0,walk
333,339,0.516,9.19,0.0,walk
339,333,0.516,9.19,0.0,walk
333,340,0.9942,14.93,0.0,walk
340,333,0.9942,14.93,0.0,walk
333,342,0.9272,14.13,0.0,walk
342,333,0.9272,14.13,0.0,walk
333,343,0.9256,14.11,0.0,walk
343,333,0.9256,14.11,0.0,walk
333,344,0.4244,8.09,0.0,walk
344,333,0.4244,8.09,0.0,walk
333,345,0.4195,8.03,0.0,walk
345,333,0.4195,8.03,0.0,walk
333,346,0.7619,12.14,0.0,walk
346,333,0.7619,12.14,0.0,walk
333,347,0.7719,12.26,0.0,walk
347,333,0.7719,12.26,0.0,walk
333,357,0.8936,13.72,0.0,walk
357,333,0.8936,13.72,0.0,walk
333,563,0.9512,14.41,0.0,walk
563,333,0.9512,14.41,0.0,walk
